Game Order,Team,Date,Passing Yards,Passings TD,Rushing Yards,Rushing TD,Turnovers,Opponent Passing Yards,Opponent Rushing Yards,Time of Possession,Day of Week,Game Number,Week,Home/Away,Opponent,Result,Passing Completions,Passing Attempts,Passing Incompletions,Passing Completion Percentage,Passing TD,Interceptions,TD Percentage per Pass,Interception Percentage per Pass,Passer Rating,Times Sacked,Sack Yards,Sack Percentage,Yards per Attempt,Net Yards per Attempt,Adjusted Yards per Attempt,Adjusted Net Yards per Attempt,Yards per Completion,Opponent Rushing Attempts,Opponent Rushing Yards per Attempt,Opponent Rushing TD,Opponent Pass Completions,Opponent Pass Attempts,Opponent Completion Percentage,Opponent Passing TD,Opponent Times Sacked,Opponent Sack Yards,Opponent Interceptions,Opponent Passer Rating,Rushing Attempts,Total Yardage,Offense Number of Plays,Yards per Offensive Play,Defense Number of Plays,Yards Allowed per Defensive Play,Turnovers Lost,Total Time,Opponent Turnovers,Penalties,Penalty Yards,Opponent Penalties,Opponent Penalty Yards,Field Goals Made,Opponent Field Goals Made,3rd Down %,Oppoenent 3rd Down %,1st Downs,1st Downs by Rush,1st Downs by Pass,1st Downs by Pen,3rd Down Attempts,3rd Down Conversions,3rd Down Conversion %,4th Down Attempts,4th Down Conversions,4th Down Conversion %,Opponent Total Yards,Opponent Turnovers.1,Penalties.1,Penalty Yards.1,Opponent Penalties.1,Opponent Penalty Yards.1,Combined Penalties,Combined Penalty Yards,Opponent TD,Opponent XPA,Opponent XPM,Opponent Field Goals Attempted,Opponent Field Goals Made.1,Opponent Safeties,Total Yards,Offensive Plays,Yards per Play,Defensive Plays,Defensive Yards per Play,Turnovers.1,Time,Opponent 1st Downs,Opponent 1st Downs by Rush,Opponent 1st Downs by Pass,Opponent 1st Downs by Penalty,Opponent 3rd Down Attempts,Opponent 3rd Down Conversions,Opponent 3rd Down Conversion %,Opponent 4th Down Attempts,Opponent 4th Down Conversions,Opponent 4th Down Conversion %,Total TD,XPA,XPM,Field Goals Attempted,Field Goals Made.1,2PA,2PM,Safeties
31,CIN,2015-12-28,186,1,108,1,1,277,113,37:28,Mon,15,16,@,DEN,L 17-20 (OT),22,35,13,62.9,1,0,2.9,0.0,87.8,2,14,5.41,5.3,5.03,5.89,5.57,8.5,21,5.4,1,27,39,69.2,1,3,22,0,97.9,33,294,70,4.2,63,6.19,1,3:22,1,6,45,5,40,1,2,58.8,36.4,22,6,14,2,17,10,58.8,0,0,,390,1,6,45,5,40,11,85,2,2,2,3,2,0,294,70,4.2,63,6.19,1,3:22,22,5,13,4,11,4,36.4,0,0,,2,2,2,2,1,0,0,0
32,CIN,2016-01-03,147,2,145,1,0,282,59,30:44,Sun,16,17,,BAL,W 24-16,17,27,10,63.0,2,0,7.4,0.0,103.9,3,13,10.0,5.4,4.9,6.93,6.23,8.6,21,2.8,0,30,56,53.6,1,1,10,2,58.8,27,292,57,5.12,78,4.37,0,3:17,2,11,72,4,38,1,3,0.0,60.0,17,5,11,1,9,0,0.0,1,1,100.0,341,2,11,72,4,38,15,110,1,1,1,3,3,0,292,57,5.12,78,4.37,0,3:17,22,2,18,2,20,12,60.0,2,0,0.0,3,3,3,1,1,0,0,0
33,CIN,2016-09-11,324,1,57,1,1,188,152,25:07,Sun,1,1,@,NYJ,W 23-22,23,30,7,76.7,1,1,3.3,3.3,114.0,7,42,18.92,10.8,8.76,9.97,8.08,14.1,30,5.1,0,19,35,54.3,2,1,1,1,76.8,19,381,56,6.8,66,5.15,1,3:01,1,5,44,7,95,3,3,27.3,33.3,18,5,11,2,11,3,27.3,0,0,,340,1,5,44,7,95,12,139,2,2,1,4,3,0,381,56,6.8,66,5.15,1,3:01,22,8,11,3,12,4,33.3,0,0,,2,2,2,4,3,0,0,0
34,CIN,2016-09-18,366,1,46,0,2,250,124,27:05,Sun,2,2,@,PIT,L 16-24,31,54,23,57.4,1,0,1.9,0.0,84.3,1,0,1.82,6.8,6.65,7.15,7.02,11.8,36,3.4,0,19,37,51.4,3,1,9,2,77.5,18,412,73,5.64,74,5.05,2,3:14,2,5,31,5,54,3,1,25.0,41.2,21,1,17,3,16,4,25.0,1,1,100.0,374,2,5,31,5,54,10,85,3,3,3,1,1,0,412,73,5.64,74,5.05,2,3:14,19,6,12,1,17,7,41.2,1,0,0.0,1,1,1,3,3,0,0,0
35,CIN,2016-09-25,189,0,143,2,2,303,52,32:06,Sun,3,3,,DEN,L 17-29,21,31,10,67.7,0,1,0.0,3.2,72.8,4,17,11.43,6.1,5.4,4.65,4.11,9.0,23,2.3,0,23,35,65.7,4,2,9,0,131.0,29,332,64,5.19,60,5.92,2,3:05,1,9,69,5,41,1,1,41.7,50.0,20,7,12,1,12,5,41.7,1,0,0.0,355,1,9,69,5,41,14,110,4,3,2,1,1,0,332,64,5.19,60,5.92,2,3:05,21,3,13,5,12,6,50.0,0,0,,2,2,2,1,1,0,0,0
36,CIN,2016-09-29,285,1,77,0,0,160,62,38:02,Thu,4,4,,MIA,W 22-7,22,31,9,71.0,1,0,3.2,0.0,111.8,1,11,3.13,9.2,8.91,9.84,9.53,13.0,13,4.8,0,15,25,60.0,1,5,29,1,75.4,37,362,69,5.25,43,5.16,0,2:51,2,6,40,7,68,5,0,20.0,18.2,19,4,13,2,15,3,20.0,1,1,100.0,222,2,6,40,7,68,13,108,1,1,1,0,0,0,362,69,5.25,43,5.16,0,2:51,8,3,5,0,11,2,18.2,1,0,0.0,1,1,1,5,5,0,0,0
37,CIN,2016-10-09,249,2,96,0,0,222,180,32:17,Sun,5,5,@,DAL,L 14-28,29,41,12,70.7,2,0,4.9,0.0,104.6,4,20,8.89,6.1,5.53,7.05,6.42,8.6,29,6.2,3,18,24,75.0,1,1,5,0,117.0,19,345,64,5.39,54,7.44,0,2:47,1,6,49,7,45,0,0,41.7,50.0,27,7,16,4,12,5,41.7,1,1,100.0,402,1,6,49,7,45,13,94,4,4,4,0,0,0,345,64,5.39,54,7.44,0,2:47,21,8,12,1,8,4,50.0,0,0,,2,2,2,1,0,0,0,0
38,CIN,2016-10-16,237,1,120,1,0,358,79,32:03,Sun,6,6,@,NWE,L 17-35,21,31,10,67.7,1,0,3.2,0.0,103.4,2,17,6.06,7.6,7.18,8.29,7.79,11.3,23,3.4,1,29,35,82.9,3,3,18,0,137.9,32,357,65,5.49,61,7.16,0,3:03,0,7,46,6,55,1,2,41.7,40.0,20,7,12,1,12,5,41.7,2,1,50.0,437,0,7,46,6,55,13,101,4,4,3,2,2,1,357,65,5.49,61,7.16,0,3:03,25,5,17,3,10,4,40.0,1,1,100.0,2,2,2,1,1,0,0,0
39,CIN,2016-10-23,288,2,271,2,1,172,180,28:12,Sun,7,7,,CLE,W 31-17,19,28,9,67.9,2,0,7.1,0.0,128.3,3,20,9.68,10.3,9.29,11.71,10.58,15.2,26,6.9,2,21,35,60.0,0,2,10,2,48.8,30,559,61,9.16,63,5.59,1,2:50,2,3,30,5,35,1,1,50.0,42.9,23,11,12,0,10,5,50.0,0,0,,352,2,3,30,5,35,8,65,2,2,2,1,1,0,559,61,9.16,63,5.59,1,2:50,22,10,11,1,14,6,42.9,0,0,,4,4,4,3,1,0,0,0
40,CIN,2016-10-30,263,1,152,3,2,446,100,35:18,Sun,8,8,,WAS,T 27-27 (OT),27,42,15,64.3,1,1,2.4,2.4,81.8,3,21,6.67,6.3,5.84,5.67,5.29,9.7,31,3.2,1,38,56,67.9,2,1,12,1,96.3,36,415,81,5.12,88,6.2,2,3:56,1,7,85,15,106,0,2,53.3,47.1,35,10,17,8,15,8,53.3,0,0,,546,1,7,85,15,106,22,191,3,3,3,4,2,0,415,81,5.12,88,6.2,2,3:56,30,2,24,4,17,8,47.1,2,0,0.0,4,4,3,1,0,0,0,0
41,CIN,2016-11-14,186,1,78,1,1,229,122,28:37,Mon,9,10,@,NYG,L 20-21,16,29,13,55.2,1,1,3.4,3.4,74.5,3,18,9.38,6.4,5.81,5.55,5.03,11.6,27,4.5,0,28,44,63.6,3,1,11,2,80.6,23,264,55,4.8,72,4.88,1,3:12,2,9,60,2,15,2,0,18.2,42.9,12,4,7,1,11,2,18.2,0,0,,351,2,9,60,2,15,11,75,3,3,3,0,0,0,264,55,4.8,72,4.88,1,3:12,23,5,15,3,14,6,42.9,2,1,50.0,2,2,2,2,2,0,0,0
42,CIN,2016-11-20,207,1,93,1,2,159,183,27:49,Sun,10,11,,BUF,L 12-16,24,43,19,55.8,1,2,2.3,4.7,57.0,1,0,2.27,4.8,4.7,3.19,3.11,8.6,34,5.4,1,19,27,70.4,0,2,7,1,69.8,27,300,71,4.23,63,5.43,2,3:05,1,4,25,9,75,0,3,53.3,25.0,23,7,13,3,15,8,53.3,0,0,,342,1,4,25,9,75,13,100,1,1,1,3,3,0,300,71,4.23,63,5.43,2,3:05,20,12,7,1,12,3,25.0,1,1,100.0,2,2,0,0,0,0,0,0
43,CIN,2016-11-27,261,1,64,0,2,219,92,28:43,Sun,11,12,@,BAL,L 14-19,26,48,22,54.2,1,0,2.1,0.0,78.7,3,22,5.88,5.4,5.12,5.85,5.51,10.0,30,3.1,0,25,36,69.4,1,2,15,1,83.0,20,325,71,4.58,68,4.57,2,3:05,1,2,15,8,69,2,4,31.3,31.3,22,3,15,4,16,5,31.3,1,1,100.0,311,1,2,15,8,69,10,84,1,1,1,4,4,0,325,71,4.58,68,4.57,2,3:05,16,4,12,0,16,5,31.3,2,1,50.0,1,1,0,2,2,0,0,1
44,CIN,2016-12-04,332,2,80,1,2,306,53,28:02,Sun,12,13,,PHI,W 32-14,23,31,8,74.2,2,0,6.5,0.0,130.0,0,0,0.0,10.7,10.71,12.0,12.0,14.4,19,2.8,1,36,60,60.0,1,1,2,3,58.1,33,412,64,6.44,80,4.49,2,3:03,3,3,23,10,88,4,0,50.0,47.1,21,4,13,4,14,7,50.0,0,0,,359,3,3,23,10,88,13,111,2,2,2,1,0,0,412,64,6.44,80,4.49,2,3:03,22,5,17,0,17,8,47.1,5,3,60.0,3,3,2,4,4,0,0,0
45,CIN,2016-12-11,147,2,213,1,0,85,169,34:53,Sun,13,14,@,CLE,W 23-10,20,28,8,71.4,2,0,7.1,0.0,112.2,4,33,12.5,5.3,4.59,6.68,5.84,7.4,22,7.7,1,12,28,42.9,0,3,19,1,35.6,38,360,70,5.14,53,4.79,0,2:54,1,6,43,5,34,1,1,53.3,42.9,21,9,12,0,15,8,53.3,0,0,,254,1,6,43,5,34,11,77,1,1,1,1,1,0,360,70,5.14,53,4.79,0,2:54,13,6,6,1,14,6,42.9,1,1,100.0,3,3,2,2,1,0,0,0
46,CIN,2016-12-18,146,0,76,2,1,285,97,27:28,Sun,14,15,,PIT,L 20-24,16,27,11,59.3,0,1,0.0,3.7,60.3,1,11,3.57,5.4,5.21,3.74,3.61,9.1,29,3.3,0,21,36,58.3,1,1,1,0,92.9,28,222,56,3.96,66,5.79,1,3:15,0,8,86,7,104,2,6,50.0,38.5,19,8,9,2,12,6,50.0,1,1,100.0,382,0,8,86,7,104,15,190,1,0,0,6,6,0,222,56,3.96,66,5.79,1,3:15,26,7,12,7,13,5,38.5,0,0,,2,2,2,2,2,0,0,0
47,CIN,2016-12-24,244,1,50,0,1,155,95,28:54,Sat,15,16,@,HOU,L 10-12,28,41,13,68.3,1,1,2.4,2.4,84.2,3,24,6.82,6.0,5.55,5.34,4.98,8.7,24,4.0,1,18,29,62.1,0,4,21,0,76.1,19,294,63,4.67,57,4.39,1,2:43,0,6,60,3,25,1,2,43.8,28.6,15,3,12,0,16,7,43.8,1,1,100.0,250,0,6,60,3,25,9,85,1,1,0,2,2,0,294,63,4.67,57,4.39,1,2:43,17,4,8,5,14,4,28.6,0,0,,1,1,1,2,1,0,0,0
48,CIN,2017-01-01,218,1,153,2,0,263,72,30:42,Sun,16,17,,BAL,W 27-10,18,28,10,64.3,1,0,3.6,0.0,101.2,1,8,3.45,7.8,7.52,8.5,8.21,12.1,16,4.5,1,33,51,64.7,0,3,16,2,61.2,38,371,67,5.54,70,4.79,0,2:50,2,2,20,4,41,2,1,12.5,50.0,25,10,13,2,8,1,12.5,0,0,,335,2,2,20,4,41,6,61,1,1,1,1,1,0,371,67,5.54,70,4.79,0,2:50,22,7,14,1,16,8,50.0,3,1,33.3,3,3,3,2,2,0,0,0
49,CIN,2017-09-10,144,0,77,0,5,111,157,26:00,Sun,1,1,,BAL,L 0-20,16,31,15,51.6,0,4,0.0,12.9,28.4,5,26,13.89,4.6,4.0,-1.16,-1.0,9.0,42,3.7,1,9,17,52.9,1,1,10,1,68.5,22,221,58,3.81,60,4.47,5,2:57,1,9,66,11,85,0,2,30.8,42.9,14,3,8,3,13,4,30.8,1,0,0.0,268,1,9,66,11,85,20,151,2,2,2,2,2,0,221,58,3.81,60,4.47,5,2:57,17,8,5,4,14,6,42.9,0,0,,0,0,0,0,0,0,0,0
50,CIN,2017-09-14,213,0,82,0,1,98,168,27:45,Thu,2,2,,HOU,L 9-13,20,35,15,57.1,0,0,0.0,0.0,76.4,3,11,7.89,6.1,5.61,6.09,5.61,10.7,35,4.8,1,15,24,62.5,0,3,27,0,71.2,24,295,62,4.76,62,4.29,1,3:04,0,7,45,9,61,3,2,26.7,26.7,12,4,8,0,15,4,26.7,2,1,50.0,266,0,7,45,9,61,16,106,1,1,1,2,2,0,295,62,4.76,62,4.29,1,3:04,14,6,6,2,15,4,26.7,0,0,,0,0,0,3,3,0,0,0
51,CIN,2017-09-24,191,2,110,0,1,280,64,34:17,Sun,3,3,@,GNB,L 24-27 (OT),21,27,6,77.8,2,0,7.4,0.0,124.1,3,21,10.0,7.1,6.37,8.56,7.7,9.1,17,3.8,0,28,42,66.7,3,6,33,1,99.3,30,301,60,5.02,65,5.29,1,3:18,1,7,68,4,33,1,2,33.3,46.7,21,6,13,2,12,4,33.3,0,0,,344,1,7,68,4,33,11,101,3,3,3,2,2,0,301,60,5.02,65,5.29,1,3:18,22,4,15,3,15,7,46.7,0,0,,3,3,3,2,1,0,0,0
52,CIN,2017-10-01,264,4,86,0,1,170,45,35:02,Sun,4,4,@,CLE,W 31-7,25,30,5,83.3,4,0,13.3,0.0,146.0,3,22,9.09,8.8,8.0,11.47,10.42,10.6,17,2.6,1,21,42,50.0,0,2,13,1,50.7,30,350,63,5.56,61,3.52,1,2:56,1,8,66,4,28,1,0,54.5,31.3,25,8,15,2,11,6,54.5,0,0,,215,1,8,66,4,28,12,94,1,1,1,1,0,0,350,63,5.56,61,3.52,1,2:56,16,3,9,4,16,5,31.3,2,1,50.0,4,4,4,1,1,0,0,0
53,CIN,2017-10-08,323,1,65,1,3,139,82,30:01,Sun,5,5,,BUF,W 20-16,22,36,14,61.1,1,2,2.8,5.6,77.1,1,5,2.7,9.0,8.73,7.03,6.84,14.7,24,3.4,0,20,37,54.1,1,6,27,1,60.5,27,388,64,6.06,67,3.3,3,3:00,1,6,71,6,71,2,3,40.0,33.3,18,4,11,3,15,6,40.0,0,0,,221,1,6,71,6,71,12,142,1,1,1,3,3,0,388,64,6.06,67,3.3,3,3:00,17,5,10,2,18,6,33.3,0,0,,2,2,2,2,2,0,0,0
54,CIN,2017-10-22,108,2,71,0,2,268,152,24:45,Sun,6,7,@,PIT,L 14-29,17,30,13,56.7,2,2,6.7,6.7,63.2,4,32,11.76,3.6,3.18,1.93,1.71,6.4,43,3.5,0,15,25,60.0,2,0,0,0,123.4,17,179,51,3.51,68,6.18,2,3:03,0,5,54,1,5,0,5,27.3,18.2,11,2,8,1,11,3,27.3,2,1,50.0,420,0,5,54,1,5,6,59,2,2,2,5,5,0,179,51,3.51,68,6.18,2,3:03,21,7,11,3,11,2,18.2,3,1,33.3,2,2,2,0,0,0,0,0
55,CIN,2017-10-29,218,2,58,0,2,216,115,26:47,Sun,7,8,,IND,W 24-23,17,29,12,58.6,2,0,6.9,0.0,108.8,3,25,9.38,7.5,6.81,8.9,8.06,12.8,28,4.1,0,25,39,64.1,2,4,17,1,85.0,21,276,53,5.21,71,4.66,2,3:11,1,5,54,7,45,1,3,36.4,50.0,17,5,10,2,11,4,36.4,0,0,,331,1,5,54,7,45,12,99,2,2,2,3,3,0,276,53,5.21,71,4.66,2,3:11,19,6,12,1,16,8,50.0,1,0,0.0,3,3,3,2,1,0,0,0
56,CIN,2017-11-05,119,0,29,1,0,259,149,19:46,Sun,8,9,@,JAX,L 7-23,10,18,8,55.6,0,0,0.0,0.0,79.9,2,17,10.0,6.6,5.95,6.61,5.95,11.9,40,3.7,0,24,38,63.2,1,0,0,0,91.9,17,148,37,4.0,78,5.23,0,2:57,1,8,77,5,50,0,3,12.5,66.7,8,2,5,1,8,1,12.5,0,0,,408,1,8,77,5,50,13,127,2,2,2,3,3,0,148,37,4.0,78,5.23,0,2:57,26,7,15,4,18,12,66.7,1,0,0.0,1,1,1,0,0,0,0,0
57,CIN,2017-11-12,255,2,53,1,2,236,180,19:51,Sun,9,10,@,TEN,L 20-24,20,35,15,57.1,2,0,5.7,0.0,100.3,1,10,2.78,7.3,7.08,8.43,8.19,12.8,36,5.0,2,25,44,56.8,1,4,28,1,69.9,14,308,50,6.16,84,4.95,2,3:17,2,12,84,5,55,0,1,10.0,46.7,15,4,10,1,10,1,10.0,1,1,100.0,416,2,12,84,5,55,17,139,3,3,3,2,1,0,308,50,6.16,84,4.95,2,3:17,27,11,10,6,15,7,46.7,0,0,,3,3,2,0,0,0,0,0
58,CIN,2017-11-19,141,3,49,0,0,229,112,24:49,Sun,10,11,@,DEN,W 20-17,15,25,10,60.0,3,0,12.0,0.0,117.3,2,13,7.41,5.6,5.22,8.04,7.44,9.4,34,3.3,1,23,42,54.8,1,3,25,1,68.5,26,190,53,3.58,79,4.32,0,3:04,2,3,14,5,50,0,1,46.7,57.1,12,1,9,2,15,7,46.7,0,0,,341,2,3,14,5,50,8,64,2,2,2,2,1,0,190,53,3.58,79,4.32,0,3:04,20,5,15,0,21,12,57.1,2,1,50.0,3,3,2,0,0,0,0,0
59,CIN,2017-11-26,209,2,152,1,0,236,169,30:32,Sun,11,12,,CLE,W 30-16,18,28,10,64.3,2,0,7.1,0.0,111.3,1,5,3.45,7.5,7.21,8.89,8.59,11.6,31,5.5,1,18,32,56.3,0,4,32,0,79.7,30,361,59,6.12,67,6.04,0,2:54,0,4,35,7,69,3,3,40.0,40.0,23,9,12,2,10,4,40.0,0,0,,405,0,4,35,7,69,11,104,1,1,1,4,3,0,361,59,6.12,67,6.04,0,2:54,21,12,8,1,15,6,40.0,3,2,66.7,3,3,3,3,3,0,0,0
60,CIN,2017-12-04,223,2,130,0,0,282,92,30:11,Mon,12,13,,PIT,L 20-23,21,36,15,58.3,2,0,5.6,0.0,96.3,2,11,5.26,6.2,5.87,7.31,6.92,10.6,22,4.2,0,24,40,60.0,2,1,8,1,87.7,22,353,60,5.88,63,5.94,0,3:25,1,13,173,7,66,2,3,50.0,33.3,19,6,13,0,14,7,50.0,0,0,,374,1,13,173,7,66,20,239,2,2,2,3,3,0,353,60,5.88,63,5.94,0,3:25,24,5,15,4,12,4,33.3,1,1,100.0,2,2,2,2,2,0,0,0
61,CIN,2017-12-10,164,1,70,0,2,250,232,21:51,Sun,13,14,,CHI,L 7-33,18,37,19,48.6,1,1,2.7,2.7,61.5,3,24,7.5,4.4,4.1,3.76,3.48,9.1,38,6.1,3,25,32,78.1,1,2,21,0,109.6,13,234,53,4.42,72,6.69,2,3:10,0,7,56,10,74,0,2,25.0,36.4,14,3,9,2,12,3,25.0,2,0,0.0,482,0,7,56,10,74,17,130,4,4,3,2,2,0,234,53,4.42,72,6.69,2,3:10,29,13,14,2,11,4,36.4,2,1,50.0,1,1,1,0,0,0,0,0
62,CIN,2017-12-17,115,0,46,1,2,222,124,24:08,Sun,14,15,@,MIN,L 7-34,14,28,14,50.0,0,2,0.0,7.1,33.6,3,17,9.68,4.1,3.71,0.89,0.81,8.2,34,3.6,1,20,25,80.0,2,2,14,1,113.7,20,161,51,3.16,61,5.67,2,3:01,1,5,44,11,93,0,2,7.7,33.3,8,2,4,2,13,1,7.7,3,1,33.3,346,1,5,44,11,93,16,137,4,4,4,2,2,0,161,51,3.16,61,5.67,2,3:01,18,7,8,3,12,4,33.3,0,0,,1,1,1,0,0,0,0,0
63,CIN,2017-12-24,222,1,142,1,1,189,87,32:29,Sun,15,16,,DET,W 26-17,27,41,14,65.9,1,1,2.4,2.4,79.1,3,16,6.82,5.4,5.05,4.8,4.48,8.2,22,4.0,1,19,35,54.3,1,2,14,1,67.4,34,364,78,4.67,59,4.68,1,3:08,1,5,60,9,74,4,1,50.0,40.0,28,8,16,4,14,7,50.0,0,0,,276,1,5,60,9,74,14,134,2,2,2,2,1,0,364,78,4.67,59,4.68,1,3:08,15,5,9,1,15,6,40.0,2,1,50.0,2,2,2,4,4,0,0,0
64,CIN,2017-12-31,213,3,146,0,1,194,118,28:39,Sun,16,17,@,BAL,W 31-27,23,44,21,52.3,3,0,6.8,0.0,89.4,1,9,2.22,4.8,4.73,6.2,6.07,9.3,26,4.5,1,25,47,53.2,2,1,9,1,68.9,30,359,75,4.79,74,4.22,1,3:33,1,6,60,5,47,1,2,33.3,29.4,22,5,14,3,15,5,33.3,1,1,100.0,312,1,6,60,5,47,11,107,3,3,3,2,2,0,359,75,4.79,74,4.22,1,3:33,19,7,11,1,17,5,29.4,2,1,50.0,4,4,4,1,1,0,0,0
65,CIN,2018-09-09,229,2,101,1,2,305,75,27:12,Sun,1,1,@,IND,W 34-23,21,28,7,75.0,2,1,7.1,3.6,109.7,2,14,6.67,8.2,7.63,8.0,7.47,10.9,22,3.4,0,39,53,73.6,2,2,14,1,92.1,20,330,50,6.6,77,4.94,2,3:04,2,8,94,7,91,2,3,50.0,64.7,19,5,11,3,8,4,50.0,0,0,,380,2,8,94,7,91,15,185,2,2,2,4,3,0,330,50,6.6,77,4.94,2,3:04,24,4,17,3,17,11,64.7,0,0,,4,4,4,2,2,0,0,0
66,CIN,2018-09-13,265,4,108,0,0,359,66,31:50,Thu,2,2,,BAL,W 34-23,24,42,18,57.1,4,0,9.5,0.0,107.7,0,0,0.0,6.3,6.31,8.21,8.21,11.0,22,3.0,1,32,55,58.2,2,4,17,2,74.7,28,373,70,5.33,81,5.25,0,3:26,3,9,92,7,51,2,1,38.5,43.8,24,6,14,4,13,5,38.5,0,0,,425,3,9,92,7,51,16,143,3,2,2,1,1,0,373,70,5.33,81,5.25,0,3:26,28,5,20,3,16,7,43.8,4,2,50.0,4,4,4,2,2,0,0,0
67,CIN,2018-09-23,330,2,66,1,4,147,230,26:05,Sun,3,3,@,CAR,L 21-31,29,46,17,63.0,2,4,4.3,8.7,64.8,2,22,4.17,7.2,6.88,4.13,3.96,11.4,41,5.6,2,15,24,62.5,2,1,3,0,107.5,13,396,61,6.49,66,5.71,4,3:07,0,4,36,3,17,0,1,40.0,46.2,25,6,18,1,10,4,40.0,0,0,,377,0,4,36,3,17,7,53,4,4,4,1,1,0,396,61,6.49,66,5.71,4,3:07,23,11,10,2,13,6,46.2,1,0,0.0,3,3,3,1,0,0,0,0
68,CIN,2018-09-30,308,3,99,2,1,403,92,30:38,Sun,4,4,@,ATL,W 37-36,29,41,12,70.7,3,1,7.3,2.4,109.5,3,29,6.82,7.5,7.0,7.88,7.34,10.6,24,3.8,1,29,39,74.4,3,3,16,0,132.7,23,407,67,6.07,66,7.5,1,3:25,0,6,55,10,95,1,3,58.3,73.3,30,6,20,4,12,7,58.3,2,2,100.0,495,0,6,55,10,95,16,150,4,3,3,3,3,0,407,67,6.07,66,7.5,1,3:25,25,4,20,1,15,11,73.3,1,0,0.0,5,4,4,1,1,1,0,0
69,CIN,2018-10-07,229,1,103,0,1,169,128,30:35,Sun,5,5,,MIA,W 27-17,20,30,10,66.7,1,1,3.3,3.3,89.3,2,19,6.25,7.6,7.16,6.8,6.38,11.5,22,5.8,0,20,35,57.1,1,3,16,2,55.5,26,332,58,5.72,60,4.95,1,3:02,3,6,47,9,85,2,1,18.2,30.8,17,3,12,2,11,2,18.2,0,0,,297,3,6,47,9,85,15,132,2,2,2,1,1,0,332,58,5.72,60,4.95,1,3:02,17,5,10,2,13,4,30.8,1,1,100.0,3,3,3,3,2,0,0,0
70,CIN,2018-10-14,213,2,62,1,0,369,112,25:04,Sun,6,6,,PIT,L 21-28,26,42,16,61.9,2,0,4.8,0.0,92.3,3,16,6.67,5.1,4.73,6.02,5.62,8.2,21,5.3,2,32,46,69.6,1,0,0,0,100.7,13,275,58,4.74,67,7.18,0,3:08,0,6,30,9,69,0,2,50.0,57.1,19,5,13,1,12,6,50.0,0,0,,481,0,6,30,9,69,15,99,3,2,2,2,2,0,275,58,4.74,67,7.18,0,3:08,26,7,16,3,14,8,57.1,0,0,,3,3,3,0,0,0,0,0
71,CIN,2018-10-21,174,1,65,0,1,353,198,26:17,Sun,7,7,@,KAN,L 10-45,19,33,14,57.6,1,1,3.0,3.0,71.1,2,13,5.71,5.3,4.97,4.52,4.26,9.2,29,6.8,1,28,39,71.8,4,2,5,1,123.1,19,239,54,4.43,70,7.87,1,3:04,1,8,58,8,49,1,1,36.4,75.0,15,4,9,2,11,4,36.4,1,0,0.0,551,1,8,58,8,49,16,107,6,6,6,2,1,0,239,54,4.43,70,7.87,1,3:04,33,12,19,2,12,9,75.0,1,0,0.0,1,1,1,1,1,0,0,0
72,CIN,2018-10-28,264,2,138,2,0,450,126,24:01,Sun,8,8,,TAM,W 37-34,21,34,13,61.8,2,0,5.9,0.0,107.5,2,16,5.56,7.8,7.33,8.94,8.44,12.6,27,4.7,1,29,50,58.0,3,6,20,4,74.6,27,402,63,6.38,83,6.94,0,3:23,4,4,46,11,75,1,2,38.5,55.6,21,8,13,0,13,5,38.5,2,1,50.0,576,4,4,46,11,75,15,121,4,3,2,2,2,0,402,63,6.38,83,6.94,0,3:23,29,7,20,2,18,10,55.6,2,2,100.0,5,5,4,1,1,0,0,0
73,CIN,2018-11-11,174,1,110,1,2,265,244,20:14,Sun,9,10,,NOR,L 14-51,14,23,9,60.9,1,2,4.3,8.7,66.9,4,24,14.81,7.6,6.44,4.52,3.85,12.4,47,5.2,3,22,27,81.5,3,0,0,0,144.6,16,284,43,6.6,74,6.88,2,2:44,0,4,26,1,5,0,3,0.0,58.3,13,4,9,0,6,0,0.0,2,1,50.0,509,0,4,26,1,5,5,31,6,6,6,3,3,0,284,43,6.6,74,6.88,2,2:44,33,18,13,2,12,7,58.3,1,1,100.0,2,2,2,0,0,0,0,0
74,CIN,2018-11-18,207,2,48,1,0,136,267,21:51,Sun,10,11,@,BAL,L 21-24,19,37,18,51.4,2,0,5.4,0.0,86.7,1,4,2.63,5.6,5.45,6.68,6.5,10.9,53,5.0,2,13,19,68.4,0,3,14,1,67.0,16,255,54,4.72,75,5.37,0,3:05,1,7,58,5,31,0,3,42.9,50.0,15,4,10,1,14,6,42.9,1,0,0.0,403,1,7,58,5,31,12,89,2,1,1,3,3,0,255,54,4.72,75,5.37,0,3:05,23,15,7,1,16,8,50.0,1,0,0.0,3,3,3,1,0,0,0,0
75,CIN,2018-11-25,243,2,129,1,2,258,84,27:56,Sun,11,12,,CLE,L 20-35,27,46,19,58.7,2,1,4.3,2.2,79.5,1,12,2.13,5.3,5.17,5.17,5.06,9.0,35,2.4,1,19,26,73.1,4,0,0,0,143.9,20,372,67,5.55,61,5.61,2,3:18,0,13,96,7,61,0,0,33.3,50.0,25,7,14,4,12,4,33.3,4,2,50.0,342,0,13,96,7,61,20,157,5,5,5,0,0,0,372,67,5.55,61,5.61,2,3:18,24,7,14,3,10,5,50.0,1,1,100.0,3,3,2,1,0,0,0,0
